task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Create Purchase Requisition,247,Alberto Duport,Create Purchase Requisition,Alberto Duport,Fluxicon Disco,Variant 6,6,2011-02-03T01:20:00.000,2011-02-03T00:52:00.000
Analyze Purchase Requisition,247,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 6,6,2011-02-03T23:22:00.000,2011-02-03T23:14:00.000
Create Request for Quotation,247,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 6,6,2011-02-03T23:31:00.000,2011-02-03T23:30:00.000
Analyze Request for Quotation,247,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 6,6,2011-02-05T13:28:00.000,2011-02-05T13:10:00.000
Amend Request for Quotation,247,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Fluxicon Disco,Variant 6,6,2011-02-05T14:27:00.000,2011-02-05T14:18:00.000
Analyze Request for Quotation,247,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 6,6,2011-02-05T17:48:00.000,2011-02-05T17:29:00.000
Send Request for Quotation to Supplier,247,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 6,6,2011-02-06T01:21:00.000,2011-02-06T00:49:00.000
Create Quotation comparison Map,247,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 6,6,2011-02-06T04:29:00.000,2011-02-06T03:38:00.000
Analyze Quotation Comparison Map,247,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Fluxicon Disco,Variant 6,6,2011-02-06T11:26:00.000,2011-02-06T11:18:00.000
Choose best option,247,Miu Hanwan,Choose best option,Miu Hanwan,Fluxicon Disco,Variant 6,6,2011-02-06T11:26:00.000,2011-02-06T11:26:00.000
Settle Conditions With Supplier,247,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 6,6,2011-02-07T14:36:00.000,2011-02-07T05:48:00.000
Create Purchase Order,247,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 6,6,2011-02-07T22:34:00.000,2011-02-07T22:23:00.000
Confirm Purchase Order,247,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Fluxicon Disco,Variant 6,6,2011-02-08T07:24:00.000,2011-02-08T07:11:00.000
Deliver Goods Services,247,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 6,6,2011-02-11T23:21:00.000,2011-02-10T08:17:00.000
Release Purchase Order,247,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 6,6,2011-02-12T06:48:00.000,2011-02-12T06:47:00.000
Approve Purchase Order for payment,247,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 6,6,2011-02-12T18:03:00.000,2011-02-12T18:02:00.000
Send Invoice,247,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 6,6,2011-02-13T23:25:00.000,2011-02-13T23:25:00.000
Release Supplier's Invoice,247,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 6,6,2011-02-14T13:44:00.000,2011-02-14T13:41:00.000
Authorize Supplier's Invoice payment,247,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 6,6,2011-02-14T13:44:00.000,2011-02-14T13:44:00.000
Pay Invoice,247,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 6,6,2011-02-14T14:09:00.000,2011-02-14T14:03:00.000
Create Purchase Requisition,248,Immanuel Karagianni,Create Purchase Requisition,Immanuel Karagianni,Fluxicon Disco,Variant 17,17,2011-02-03T03:35:00.000,2011-02-03T02:41:00.000
Analyze Purchase Requisition,248,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 17,17,2011-02-03T15:20:00.000,2011-02-03T15:15:00.000
Create Request for Quotation,248,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 17,17,2011-02-03T15:30:00.000,2011-02-03T15:27:00.000
Analyze Request for Quotation,248,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 17,17,2011-02-04T15:15:00.000,2011-02-04T14:56:00.000
Amend Request for Quotation,248,Christian Francois,Amend Request for Quotation,Christian Francois,Fluxicon Disco,Variant 17,17,2011-02-04T16:14:00.000,2011-02-04T16:03:00.000
Analyze Request for Quotation,248,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 17,17,2011-02-05T15:17:00.000,2011-02-05T14:57:00.000
Amend Request for Quotation,248,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Fluxicon Disco,Variant 17,17,2011-02-05T16:09:00.000,2011-02-05T16:02:00.000
Analyze Request for Quotation,248,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 17,17,2011-02-08T08:54:00.000,2011-02-08T08:33:00.000
Amend Request for Quotation,248,Elvira Lores,Amend Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 17,17,2011-02-08T10:09:00.000,2011-02-08T09:55:00.000
Analyze Request for Quotation,248,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 17,17,2011-02-09T23:15:00.000,2011-02-09T22:54:00.000
Send Request for Quotation to Supplier,248,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 17,17,2011-02-10T20:56:00.000,2011-02-10T20:45:00.000
Create Quotation comparison Map,248,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 17,17,2011-02-11T03:21:00.000,2011-02-10T22:10:00.000
Analyze Quotation Comparison Map,248,Tesca Lobes,Analyze Quotation Comparison Map,Tesca Lobes,Fluxicon Disco,Variant 17,17,2011-02-11T10:29:00.000,2011-02-11T10:06:00.000
Choose best option,248,Kim Passa,Choose best option,Kim Passa,Fluxicon Disco,Variant 17,17,2011-02-11T10:29:00.000,2011-02-11T10:29:00.000
Settle Conditions With Supplier,248,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 17,17,2011-02-12T05:29:00.000,2011-02-11T23:42:00.000
Create Purchase Order,248,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 17,17,2011-02-12T12:33:00.000,2011-02-12T12:23:00.000
Confirm Purchase Order,248,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Fluxicon Disco,Variant 17,17,2011-02-13T14:49:00.000,2011-02-13T14:44:00.000
Deliver Goods Services,248,Karen Clarens,Deliver Goods Services,Karen Clarens,Fluxicon Disco,Variant 17,17,2011-02-18T14:21:00.000,2011-02-17T06:02:00.000
Release Purchase Order,248,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 17,17,2011-02-18T22:05:00.000,2011-02-18T22:04:00.000
Approve Purchase Order for payment,248,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 17,17,2011-02-19T06:06:00.000,2011-02-19T06:05:00.000
Send Invoice,248,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 17,17,2011-02-19T16:20:00.000,2011-02-19T16:20:00.000
Release Supplier's Invoice,248,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 17,17,2011-02-20T06:55:00.000,2011-02-20T06:50:00.000
Authorize Supplier's Invoice payment,248,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 17,17,2011-02-20T06:55:00.000,2011-02-20T06:55:00.000
Pay Invoice,248,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 17,17,2011-02-20T07:11:00.000,2011-02-20T07:01:00.000
Create Purchase Requisition,249,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 56,56,2011-02-03T11:20:00.000,2011-02-03T10:57:00.000
Analyze Purchase Requisition,249,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 56,56,2011-02-04T01:45:00.000,2011-02-04T01:38:00.000
Create Request for Quotation,249,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 56,56,2011-02-04T01:52:00.000,2011-02-04T01:50:00.000
Analyze Request for Quotation,249,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-02-05T19:57:00.000,2011-02-05T19:26:00.000
Amend Request for Quotation,249,Miu Hanwan,Amend Request for Quotation,Miu Hanwan,Fluxicon Disco,Variant 56,56,2011-02-05T20:53:00.000,2011-02-05T20:42:00.000
Analyze Request for Quotation,249,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 56,56,2011-02-08T02:09:00.000,2011-02-08T01:45:00.000
Amend Request for Quotation,249,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Fluxicon Disco,Variant 56,56,2011-02-08T03:16:00.000,2011-02-08T03:04:00.000
Analyze Request for Quotation,249,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-02-15T12:18:00.000,2011-02-15T12:06:00.000
Amend Request for Quotation,249,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Fluxicon Disco,Variant 56,56,2011-02-15T13:21:00.000,2011-02-15T13:12:00.000
Analyze Request for Quotation,249,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-02-17T07:36:00.000,2011-02-17T07:05:00.000
Amend Request for Quotation,249,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Fluxicon Disco,Variant 56,56,2011-02-17T08:49:00.000,2011-02-17T08:41:00.000
Analyze Request for Quotation,249,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 56,56,2011-02-20T15:02:00.000,2011-02-20T14:47:00.000
Amend Request for Quotation,249,Elvira Lores,Amend Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 56,56,2011-02-20T16:11:00.000,2011-02-20T15:58:00.000
Analyze Request for Quotation,249,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 56,56,2011-02-25T14:35:00.000,2011-02-25T14:14:00.000
Amend Request for Quotation,249,Christian Francois,Amend Request for Quotation,Christian Francois,Fluxicon Disco,Variant 56,56,2011-02-25T15:42:00.000,2011-02-25T15:28:00.000
Analyze Request for Quotation,249,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 56,56,2011-02-28T16:30:00.000,2011-02-28T16:09:00.000
Amend Request for Quotation,249,Clement Duchot,Amend Request for Quotation,Clement Duchot,Fluxicon Disco,Variant 56,56,2011-02-28T17:30:00.000,2011-02-28T17:20:00.000
Analyze Request for Quotation,249,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-03-14T14:07:00.000,2011-03-14T13:44:00.000
Amend Request for Quotation,249,Miu Hanwan,Amend Request for Quotation,Miu Hanwan,Fluxicon Disco,Variant 56,56,2011-03-14T15:02:00.000,2011-03-14T14:57:00.000
Analyze Request for Quotation,249,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-03-20T14:11:00.000,2011-03-20T13:47:00.000
Amend Request for Quotation,249,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Fluxicon Disco,Variant 56,56,2011-03-20T15:15:00.000,2011-03-20T15:06:00.000
Analyze Request for Quotation,249,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 56,56,2011-03-26T15:53:00.000,2011-03-26T15:33:00.000
Amend Request for Quotation,249,Maris Freeman,Amend Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 56,56,2011-03-27T10:28:00.000,2011-03-27T10:08:00.000
Analyze Request for Quotation,249,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 56,56,2011-04-14T01:51:00.000,2011-04-14T01:20:00.000
Send Request for Quotation to Supplier,249,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 56,56,2011-04-15T19:09:00.000,2011-04-15T18:45:00.000
Create Quotation comparison Map,249,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-04-15T20:46:00.000,2011-04-15T19:29:00.000
Analyze Quotation Comparison Map,249,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Fluxicon Disco,Variant 56,56,2011-04-16T03:20:00.000,2011-04-16T03:04:00.000
Choose best option,249,Anne Olwada,Choose best option,Anne Olwada,Fluxicon Disco,Variant 56,56,2011-04-16T03:20:00.000,2011-04-16T03:20:00.000
Settle Conditions With Supplier,249,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 56,56,2011-04-17T00:20:00.000,2011-04-16T14:19:00.000
Create Purchase Order,249,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 56,56,2011-04-17T08:39:00.000,2011-04-17T08:31:00.000
Confirm Purchase Order,249,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 56,56,2011-04-18T15:45:00.000,2011-04-18T15:11:00.000
Deliver Goods Services,249,Sean Manney,Deliver Goods Services,Sean Manney,Fluxicon Disco,Variant 56,56,2011-04-22T01:12:00.000,2011-04-20T23:26:00.000
Release Purchase Order,249,Clement Duchot,Release Purchase Order,Clement Duchot,Fluxicon Disco,Variant 56,56,2011-04-22T08:52:00.000,2011-04-22T08:51:00.000
Approve Purchase Order for payment,249,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 56,56,2011-04-23T11:59:00.000,2011-04-23T11:58:00.000
Send Invoice,249,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 56,56,2011-04-25T13:57:00.000,2011-04-25T13:57:00.000
Release Supplier's Invoice,249,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 56,56,2011-04-26T04:22:00.000,2011-04-26T04:18:00.000
Authorize Supplier's Invoice payment,249,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 56,56,2011-04-26T04:22:00.000,2011-04-26T04:22:00.000
Pay Invoice,249,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 56,56,2011-04-26T05:31:00.000,2011-04-26T05:22:00.000
Create Purchase Requisition,25,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 1,1,2011-01-03T14:08:00.000,2011-01-03T13:19:00.000
Analyze Purchase Requisition,25,Francis Odell,Analyze Purchase Requisition,Francis Odell,Fluxicon Disco,Variant 1,1,2011-01-04T08:15:00.000,2011-01-04T08:11:00.000
Create Request for Quotation,25,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 1,1,2011-01-04T08:23:00.000,2011-01-04T08:22:00.000
Analyze Request for Quotation,25,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-04T10:02:00.000,2011-01-04T09:27:00.000
Send Request for Quotation to Supplier,25,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-04T11:51:00.000,2011-01-04T11:30:00.000
Create Quotation comparison Map,25,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-05T00:06:00.000,2011-01-04T21:40:00.000
Analyze Quotation Comparison Map,25,Elvira Lores,Analyze Quotation Comparison Map,Elvira Lores,Fluxicon Disco,Variant 1,1,2011-01-05T06:51:00.000,2011-01-05T06:29:00.000
Choose best option,25,Fjodor Kowalski,Choose best option,Fjodor Kowalski,Fluxicon Disco,Variant 1,1,2011-01-05T06:51:00.000,2011-01-05T06:51:00.000
Settle Conditions With Supplier,25,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-05T23:54:00.000,2011-01-05T11:57:00.000
Create Purchase Order,25,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-06T08:41:00.000,2011-01-06T08:29:00.000
Confirm Purchase Order,25,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Fluxicon Disco,Variant 1,1,2011-01-06T12:58:00.000,2011-01-06T12:43:00.000
Deliver Goods Services,25,Karen Clarens,Deliver Goods Services,Karen Clarens,Fluxicon Disco,Variant 1,1,2011-01-07T16:12:00.000,2011-01-07T01:31:00.000
Release Purchase Order,25,Christian Francois,Release Purchase Order,Christian Francois,Fluxicon Disco,Variant 1,1,2011-01-07T23:19:00.000,2011-01-07T23:18:00.000
Approve Purchase Order for payment,25,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-09T08:35:00.000,2011-01-09T08:34:00.000
Send Invoice,25,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 1,1,2011-01-10T06:11:00.000,2011-01-10T06:11:00.000
Release Supplier's Invoice,25,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-10T20:41:00.000,2011-01-10T20:35:00.000
Authorize Supplier's Invoice payment,25,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 1,1,2011-01-10T20:43:00.000,2011-01-10T20:43:00.000
Pay Invoice,25,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-10T21:43:00.000,2011-01-10T21:34:00.000
Create Purchase Requisition,250,Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Fluxicon Disco,Variant 7,7,2011-02-03T11:56:00.000,2011-02-03T11:38:00.000
Analyze Purchase Requisition,250,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 7,7,2011-02-04T11:54:00.000,2011-02-04T11:50:00.000
Create Request for Quotation,250,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 7,7,2011-02-04T12:03:00.000,2011-02-04T12:01:00.000
Analyze Request for Quotation,250,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 7,7,2011-02-06T05:55:00.000,2011-02-06T05:21:00.000
Send Request for Quotation to Supplier,250,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 7,7,2011-02-07T13:32:00.000,2011-02-07T13:07:00.000
Create Quotation comparison Map,250,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 7,7,2011-02-07T15:56:00.000,2011-02-07T14:40:00.000
Analyze Quotation Comparison Map,250,Fjodor Kowalski,Analyze Quotation Comparison Map,Fjodor Kowalski,Fluxicon Disco,Variant 7,7,2011-02-07T23:06:00.000,2011-02-07T22:56:00.000
Choose best option,250,Esmana Liubiata,Choose best option,Esmana Liubiata,Fluxicon Disco,Variant 7,7,2011-02-07T23:06:00.000,2011-02-07T23:06:00.000
Settle Conditions With Supplier,250,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 7,7,2011-02-08T09:17:00.000,2011-02-08T03:27:00.000
Create Purchase Order,250,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 7,7,2011-02-08T11:02:00.000,2011-02-08T10:51:00.000
Confirm Purchase Order,250,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 7,7,2011-02-08T18:48:00.000,2011-02-08T18:14:00.000
Deliver Goods Services,250,Karen Clarens,Deliver Goods Services,Karen Clarens,Fluxicon Disco,Variant 7,7,2011-02-12T10:20:00.000,2011-02-11T06:22:00.000
Release Purchase Order,250,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 7,7,2011-02-12T18:27:00.000,2011-02-12T18:26:00.000
Approve Purchase Order for payment,250,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 7,7,2011-02-13T06:11:00.000,2011-02-13T06:10:00.000
Send Invoice,250,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 7,7,2011-02-13T23:56:00.000,2011-02-13T23:56:00.000
Release Supplier's Invoice,250,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 7,7,2011-02-14T14:16:00.000,2011-02-14T14:14:00.000
Settle Dispute With Supplier,250,Pedro Alvares,Settle Dispute With Supplier,Pedro Alvares,Fluxicon Disco,Variant 7,7,2011-02-14T14:45:00.000,2011-02-14T14:22:00.000
Authorize Supplier's Invoice payment,250,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 7,7,2011-02-14T14:45:00.000,2011-02-14T14:45:00.000
